# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (0, 0)     3041.474841   [-17.687076910203775, 19.538798391379771]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (1, 0)     12.467323   [-4.6316878250550184, 17.943279183905201]
  (0, 1)     4500.646416   [-15.738007986663005, -4.0389901324517297]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (2, 0)     6.366001   [-4.0524878089198646, 16.072110026494432]
  (1, 1)     3.260321   [8.6320367141865493, 1.8874904965956016]
  (3, 0)     0.432716   [-3.0935650890015927, 12.314007504227376]
  (0, 2)     16.960159   [7.558583899616437, -0.69004732463287866]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (4, 0)     0.397912   [-3.1402582141955455, 12.275770712219735]
  (2, 1)     0.397972   [9.4245674453089912, 2.4656448421967316]
  (0, 3)     2112.333824   [-8.2729450572077781, -17.885393396183304]
  (1, 2)     1.326379   [8.9813899330852749, 2.126389562392152]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (5, 0)     0.397887   [-3.1415937320311516, 12.275004380594286]
  (1, 3)     15.731292   [5.3519935765771613, 1.1823774648778667]
  (3, 1)     0.397887   [9.4247773797621885, 2.4749755794968444]
  (2, 2)     0.397897   [9.4245880257352397, 2.4718101828359895]
  (2, 3)     0.507461   [3.2928090976328099, 2.1600264480561986]
  (6, 0)     0.397887   [-3.14159265309973, 12.275000002953739]
  (0, 4)     30.859938   [12.646528057788785, 3.1736479223581568]
  (3, 2)     0.397887   [9.4247782127929138, 2.4749880188041149]
  (4, 1)     0.397887   [9.4247779544778698, 2.4749999932416493]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (3, 3)     0.397887   [3.141600760988092, 2.2746601663666417]
  (4, 3)     0.397887   [3.1415926251583612, 2.2749998452957945]
  (1, 4)     0.402636   [9.4337615487608648, 2.5486267502605702]
  (4, 2)     0.397887   [9.4247779512941161, 2.4750000087797437]
  (0, 5)     337.615831   [-4.2120339324494829, -3.2314145667305105]
  (2, 4)     0.397919   [9.4254786718792509, 2.4809768971701396]
  (7, 0)     0.397887   [-3.1415926530919096, 12.275000002923088]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (1, 5)     2.806693   [8.7007414410211705, 1.9319820979771114]
  (5, 3)     0.397887   [3.1415926432986039, 2.2750000119953966]
  (5, 1)     0.397887   [9.4247779544790831, 2.4749999932425339]
  (3, 4)     0.397887   [9.4247796588141153, 2.4750003838467176]
  (0, 6)     257.064909   [10.064817897664152, 19.02921422670272]
  (8, 0)     0.397887   [-3.1415926530842908, 12.275000002893229]
  (4, 4)     0.397887   [9.42477796135055, 2.4750000031461554]
  (6, 3)     0.397887   [3.1415926529246576, 2.2750000007900182]
  (1, 6)     11.353868   [17.420227881621781, 17.477737962771148]
  (5, 2)     0.397887   [9.4247779512948995, 2.4749999964536102]
  (2, 5)     0.397943   [9.424639351250482, 2.4674492754100541]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (2, 6)     0.461060   [15.727275450514384, 12.67493555683868]
  (7, 3)     0.397887   [3.1415926539979591, 2.2749999997246531]
  (6, 1)     0.397887   [9.4247779544802945, 2.4749999932434181]
  (6, 2)     0.397887   [9.4247779512956829, 2.4749999964542204]
  (0, 7)     166.566658   [0.93175414473682849, -7.6524606760756022]
  (3, 6)     0.397936   [15.708438729851578, 12.869250811769655]
  (5, 4)     0.397887   [9.424777961349422, 2.4750000031459272]
  (8, 3)     0.397887   [3.141592654027761, 2.2749999996703623]
  (3, 5)     0.397887   [9.4247776434341386, 2.4749853771223362]
  (9, 0)     0.397887   [-3.1415926530767524, 12.275000002863683]
  (1, 7)     6.186042   [4.3039253172748317, 1.54307465072994]
  (7, 2)     0.397887   [9.4247779512964662, 2.4749999964548302]
  (7, 1)     0.397887   [9.424777954481506, 2.4749999932443019]
  (9, 3)     0.397887   [3.1415926540408923, 2.2749999968826202]
  (4, 5)     0.397887   [9.424777951055388, 2.4749999908670666]
  (6, 4)     0.397887   [9.424777961348294, 2.4750000031456993]
  (10, 0)     0.397887   [-3.141592653069293, 12.275000002834448]
  (4, 6)     0.397887   [15.707964677690695, 12.875003947311514]
  (8, 2)     0.397887   [9.4247779512972478, 2.4749999964554399]
  (2, 7)     0.398132   [3.1420176887564382, 2.2590618080868521]
  (5, 6)     0.397887   [15.70796326958247, 12.875000002207054]
  (3, 7)     0.397887   [3.1415950589450046, 2.2749289873907457]
  (10, 3)     0.397887   [3.1415926540416108, 2.274999996900267]
  (8, 1)     0.397887   [9.4247779544827175, 2.4749999932451856]
  (7, 4)     0.397887   [9.4247779613471678, 2.4750000031454715]
  (4, 7)     0.397887   [3.1415926549866802, 2.2750000030971882]
  (11, 0)     0.397887   [-3.1415926530619118, 12.275000002805518]
  (6, 6)     0.397887   [15.707963269570318, 12.87500000217258]
  (5, 7)     0.397887   [3.1415926551287514, 2.2749999988428646]
  (9, 2)     0.397887   [9.4247779512980294, 2.4749999964560496]
  (11, 3)     0.397887   [3.1415926540406822, 2.2749999969190426]
  (9, 1)     0.397887   [9.424777954483929, 2.4749999932460689]
  (12, 0)     0.397887   [-3.1415926530546083, 12.275000002776892]
  (5, 5)     0.397887   [9.424777951056706, 2.4749999908680413]
  (8, 4)     0.397887   [9.4247779613460416, 2.4750000031452437]
  (10, 2)     0.397887   [9.424777951298811, 2.4749999964566594]
  (6, 7)     0.397887   [3.1415926551266899, 2.2749999988007352]
  (7, 6)     0.397887   [15.70796326954749, 12.875000002107821]
  (7, 7)     0.397887   [3.1415926551262858, 2.2749999987575844]
  (11, 2)     0.397887   [9.4247779512995926, 2.4749999964572691]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (13, 0)     0.397887   [-3.1415926530473808, 12.275000002748566]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (9, 4)     0.397887   [9.4247779613449172, 2.4750000031450163]
  (10, 1)     0.397887   [9.4247779544851387, 2.4749999932469517]
  (8, 7)     0.397887   [3.1415926551243216, 2.2749999987582812]
  (12, 3)     0.397887   [3.1415926540414412, 2.2749999969364203]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (8, 6)     0.397887   [15.707963269526333, 12.875000002047802]
  (9, 7)     0.397887   [3.1415926551231843, 2.2749999987584686]
  (10, 4)     0.397887   [9.4247779613437928, 2.475000003144789]
  (9, 6)     0.397887   [15.707963269506722, 12.87500000199217]
  (6, 5)     0.397887   [9.4247779510580241, 2.4749999908690161]
  (11, 1)     0.397887   [9.4247779544863484, 2.4749999932478346]
  (11, 4)     0.397887   [9.424777960996952, 2.4750000001887056]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (10, 6)     0.397887   [15.707963269488936, 12.875000001941711]
  (10, 7)     0.397887   [3.1415926551176585, 2.2749999987618739]
  (12, 1)     0.397887   [9.4247779544875581, 2.474999993248717]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (11, 6)     0.397887   [15.707963269473236, 12.875000001897172]
  (0, 8)     31.681319   [12.092539489866297, 2.0201991493293932]
  (7, 5)     0.397887   [9.4247779510593421, 2.4749999908699905]
  (11, 7)     0.397887   [3.1415926551226936, 2.2749999987582576]
  (12, 6)     0.397887   [15.707963269459375, 12.875000001857851]
  (1, 8)     0.402117   [9.4126313947862403, 2.4054303864634923]
  (12, 7)     0.397887   [3.1415926551176745, 2.2749999987613503]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (2, 8)     0.398007   [9.4227258287595017, 2.4633221198946837]
  (8, 5)     0.397887   [9.4247779603139108, 2.4749999977155936]
  (13, 6)     0.397887   [15.707963269447138, 12.875000001823134]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (3, 8)     0.397887   [9.4247781669920911, 2.4749999755092471]
  (9, 5)     0.397887   [9.424777960314735, 2.4749999977162029]
  (4, 8)     0.397887   [9.424777969587538, 2.4750000024051864]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (0, 9)     721.004177   [13.598161021133308, -18.326722651763635]
  (5, 8)     0.397887   [9.4247779615750034, 2.475000003557009]
  (1, 9)     16.452066   [5.4492172500731648, 1.1633021497933456]
  (10, 5)     0.397887   [9.4247779603155504, 2.474999997716806]
  (2, 9)     0.496370   [3.2849332677002732, 2.1633021497933456]
  (6, 8)     0.397887   [9.4247779615760656, 2.4750000035568922]
  (3, 9)     0.397887   [3.1415969728962656, 2.2750252112840301]
  (11, 5)     0.397887   [9.4247779603171686, 2.4749999977180028]
  (7, 8)     0.397887   [9.4247779615771279, 2.4750000035567772]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (4, 9)     0.397887   [3.1415926644092318, 2.2749999897892179]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (5, 9)     0.397887   [3.1415926644089454, 2.2749999898083129]
  (8, 8)     0.397887   [9.4247779615781848, 2.4750000035566497]
  (0, 10)     269.972188   [2.5959839303598073, -13.637253106696608]
  (12, 5)     0.397887   [9.4247779603187691, 2.4749999977191868]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (6, 9)     0.397887   [3.1415926644086616, 2.2749999915139241]
  (1, 10)     12.271584   [4.9512244569780464, 1.2867911527799958]
  (7, 9)     0.397887   [3.1415926644083827, 2.2749999915283374]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (2, 10)     0.398977   [3.1427848312003306, 2.2411607378261933]
  (9, 8)     0.397887   [9.4247779602859918, 2.4749999961979023]
  (3, 10)     0.397887   [3.1416085206976474, 2.2746912283797385]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (10, 8)     0.397887   [9.4247779557868956, 2.4749999962184752]
  (8, 9)     0.397887   [3.1415926644081091, 2.2749999915848731]
  (0, 11)     3545.790971   [-13.479263074900079, -8.4886112559916214]
  (4, 10)     0.397887   [3.1415926628297544, 2.274999995172613]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (1, 11)     6.494626   [4.338688761742965, 1.5265600131579298]
  (11, 8)     0.397887   [9.4247779539258119, 2.4749999964860314]
  (9, 9)     0.397887   [3.1415926644078498, 2.2749999887975685]
  (12, 8)     0.397887   [9.4247779527304729, 2.4749999926737969]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (2, 11)     0.398160   [3.1420532555284786, 2.2581533235592781]
  (10, 9)     0.397887   [3.1415926643930794, 2.2749999888272749]
  (5, 10)     0.397887   [3.1415926516780406, 2.2750000007047864]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (3, 11)     0.397887   [3.1415954156695629, 2.2749207346878935]
  (11, 9)     0.397887   [3.141592652548113, 2.2749999980778735]
  (12, 9)     0.397887   [3.1415926536036665, 2.2749999972731123]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (4, 11)     0.397887   [3.1415926551550619, 2.275000003699176]
  (6, 10)     0.397887   [3.1415926626490878, 2.2749999949150248]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (0, 12)     35.326243   [18.436953556339894, 16.50353539316469]
  (5, 11)     0.397887   [3.1415926552915781, 2.2749999999082999]
  (7, 10)     0.397887   [3.1415926628405875, 2.2749999948139648]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (1, 12)     1.951435   [16.078920000243262, 14.756795820137606]
  (2, 12)     0.662701   [15.855080738911566, 13.642079279468946]
  (8, 10)     0.397887   [3.141592662850452, 2.2749999948087587]
  (6, 11)     0.397887   [3.1415926553021918, 2.2749999998052401]
  (3, 12)     0.397892   [15.707097941953421, 12.874075771299561]
  (9, 10)     0.397887   [3.1415926516777657, 2.27500000069247]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (4, 12)     0.397887   [15.707964095739339, 12.875000467810567]
  (0, 13)     1407.379160   [19.534388884259982, -13.0760522810154]
  (5, 12)     0.397887   [15.707963266181457, 12.874999991071272]
  (7, 11)     0.397887   [3.1415926553062121, 2.2749999998027821]
  (10, 10)     0.397887   [3.1415926626503152, 2.2749999949019157]
  (6, 12)     0.397887   [15.707963268895382, 12.875000005201281]
  (1, 13)     0.995373   [3.1741454511444429, 3.0194247880911416]
  (7, 12)     0.397887   [15.707963268531243, 12.875000004928225]
  (11, 10)     0.397887   [3.1415926628418398, 2.2749999948008424]
  (2, 13)     0.397933   [3.14187915223614, 2.2814944120325831]
  (8, 12)     0.397887   [15.707963268503676, 12.875000004904487]
  (8, 11)     0.397887   [3.1415926552999376, 2.2749999998066182]
  (3, 13)     0.397887   [3.1415926481687606, 2.2750000077529307]
  (12, 10)     0.397887   [3.1415926628517057, 2.2749999947956359]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (9, 12)     0.397887   [15.707963268527227, 12.875000004918631]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (9, 11)     0.397887   [3.1415926553052151, 2.2749999998033918]
  (4, 13)     0.397887   [3.1415926481508438, 2.2750000077705566]
  (0, 14)     242.633632   [2.6144555129095934, 18.243982669459463]
  (10, 12)     0.397887   [15.70796326850156, 12.875000004896316]
  (1, 14)     10.454992   [-4.7597913542561274, 16.502197561006717]
  (5, 13)     0.397887   [3.1415926481155125, 2.275000007805315]
  (2, 14)     0.444971   [-3.1587138428693811, 12.102463730082764]
  (11, 12)     0.397887   [15.707963268524676, 12.87500000491014]
  (10, 11)     0.397887   [3.1415926552999403, 2.2749999998066168]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (3, 14)     0.397921   [-3.1419640502007313, 12.2701560432807]
# Thu Jul  9 01:20:22 2015
# ___#___  __ChiSq__  __params__
  (0, 15)     660.193077   [16.57503301733864, -10.509328509379516]
  (6, 13)     0.397887   [3.1415926480811578, 2.2750000078391128]
