# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:33 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (0, 0)     -2073.542448   [-16.049377979684877, 19.293340729227204]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (1, 0)     -11965.805269   [-19.998306352751474, -19.831272035927945]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (0, 1)     -6479.932595   [-16.207481874718436, -14.758754726619095]
  (2, 0)     -12004.860112   [-19.999986553889361, -19.998456293631005]
  (0, 2)     -384.068398   [-3.410211411477249, -6.6488404099921219]
  (1, 1)     -11962.080349   [-19.971413904946541, -19.994822720680567]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (1, 2)     -11959.383647   [-19.972517586167353, -19.975078497337169]
  (0, 3)     -49.392794   [-1.165003442470713, 13.996267495476566]
  (3, 0)     -12005.215329   [-19.999999882774947, -19.999988675133764]
  (2, 1)     -12004.687170   [-19.999644515096346, -19.999964736569989]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (1, 3)     -376.708154   [6.2261797323390438, 19.996267512425725]
  (2, 2)     -12004.518744   [-19.999561955134276, -19.999750383919892]
  (0, 4)     -399.985482   [-7.0440906889851753, 4.0498612863710335]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (2, 3)     -376.849468   [6.2210431408689022, 19.999999305892054]
  (4, 0)     -12005.217949   [-19.999999999887276, -19.999999854058021]
  (3, 1)     -12005.212998   [-19.999996616408819, -19.999999981011278]
  (0, 5)     -42.704167   [8.5572608331167324, 8.0785674240250316]
  (1, 4)     -11801.481964   [-19.89819281022854, -19.748513068081277]
  (3, 2)     -12005.217003   [-19.99999945313991, -19.999999205961632]
  (1, 5)     -374.303753   [6.2438623730067295, 19.932669500894924]
  (3, 3)     -376.849493   [6.2210408526564152, 19.999999988778715]
  (2, 4)     -12004.132218   [-19.99959898402312, -19.997736649298005]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (4, 1)     -12005.217935   [-19.999999968234757, -19.999999999766978]
  (5, 0)     -12005.217981   [-19.999999999991228, -19.999999999454413]
  (2, 5)     -376.835651   [6.2211154278447491, 19.999633823483595]
  (4, 2)     -12005.217977   [-19.999999997701181, -19.999999997220371]
  (0, 6)     -130.709946   [15.821862229631243, 1.7449481357533223]
  (4, 3)     -376.849494   [6.2210408630659542, 19.999999999976318]
  (3, 4)     -12005.203071   [-19.999995625688346, -19.999961311764423]
  (3, 5)     -376.849466   [6.2210414711127662, 19.999999253686308]
  (1, 6)     -2088.548156   [19.967760253920822, -19.81735812541541]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (0, 7)     -3920.543639   [-17.37930958802453, 10.152338821639084]
  (5, 1)     -12005.217981   [-19.999999999857302, -19.999999999988557]
  (4, 5)     -376.849494   [6.2210409395646105, 19.99999999647958]
  (2, 6)     -2115.228803   [19.999867481131176, -19.997698000501831]
  (6, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
  (1, 7)     -11975.507254   [-19.997343572477266, -19.882103677810697]
  (5, 2)     -12005.217981   [-19.999999999950521, -19.999999999958266]
  (4, 4)     -12005.217919   [-19.999999974076108, -19.999999891254657]
  (5, 3)     -376.849494   [6.2210408781150566, 19.999999999989889]
  (3, 6)     -2115.478699   [19.999999695016601, -19.999963519309684]
  (5, 5)     -376.849494   [6.2210408779445068, 19.999999999968576]
  (5, 4)     -12005.217981   [-19.999999999925112, -19.999999999626727]
  (2, 7)     -12005.162091   [-19.999996088107039, -19.999771087871196]
  (6, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
  (4, 6)     -2115.482123   [19.999999997250537, -19.999999821954191]
  (6, 5)     -376.849494   [6.2210408755137108, 19.999999999992284]
  (7, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
  (6, 1)     -12005.217981   [-19.999999999985857, -19.999999999998558]
  (3, 7)     -12005.217277   [-19.999999977423279, -19.999996936151906]
  (6, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
  (7, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
  (5, 6)     -2115.482141   [19.999999999988432, -19.999999999067384]
  (6, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
  (7, 5)     -376.849494   [6.2210408755337108, 19.999999999992284]
  (8, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
  (4, 7)     -12005.217972   [-19.999999999911513, -19.999999955790567]
  (7, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
  (6, 6)     -2115.482141   [19.999999999988432, -19.999999999970477]
  (7, 1)     -12005.217981   [-19.999999999995858, -19.999999999998558]
  (8, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
  (9, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
  (5, 7)     -12005.217981   [-19.999999999993285, -19.999999999885901]
  (8, 5)     -376.849494   [6.2210408755338031, 19.999999999992284]
  (8, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
  (7, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
  (9, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
  (8, 1)     -12005.217981   [-19.999999999995858, -19.999999999998558]
  (9, 5)     -376.849494   [6.2210408755338031, 19.999999999992284]
  (6, 7)     -12005.217981   [-19.999999999993285, -19.999999999989853]
  (7, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
  (10, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
  (9, 1)     -12005.217981   [-19.999999999995858, -19.999999999998558]
  (10, 5)     -376.849494   [6.2210408755338031, 19.999999999992284]
  (9, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
  (8, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
  (11, 0)     -12005.217981   [-19.999999999991228, -19.999999999998984]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (10, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
  (7, 7)     -12005.217981   [-19.999999999993285, -19.999999999999854]
  (10, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
  (11, 5)     -376.849494   [6.2210408755338031, 19.999999999992284]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (11, 3)     -376.849494   [6.2210408517673201, 19.999999999989889]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (9, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
  (8, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
  (11, 2)     -12005.217981   [-19.999999999996408, -19.999999999993797]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (10, 1)     -12005.217981   [-19.999999999995858, -19.999999999998558]
  (8, 7)     -12005.217981   [-19.999999999993285, -19.999999999999854]
  (9, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (0, 8)     -579.964853   [-3.5748822786412404, -10.715208943705896]
  (11, 1)     -12005.217981   [-19.999999999995858, -19.999999999998558]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (1, 8)     -11849.813963   [-19.90112047988924, -19.951277020575791]
  (10, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
  (9, 7)     -12005.217981   [-19.999999999993285, -19.999999999999854]
  (2, 8)     -12004.223805   [-19.999421034061246, -19.999350461156794]
  (10, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
  (3, 8)     -12005.211436   [-19.999996706820546, -19.999992240864628]
  (10, 7)     -12005.217981   [-19.999999999993285, -19.999999999999854]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (11, 4)     -12005.217981   [-19.999999999996177, -19.999999999998835]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (0, 9)     -13.091258   [9.1662117749146645, 5.7832250332225428]
  (1, 9)     -372.064936   [6.2600855385169787, 19.873395137516749]
  (11, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
  (4, 8)     -12005.217939   [-19.999999980227702, -19.999999941078492]
  (11, 7)     -12005.217981   [-19.999999999993285, -19.999999999999854]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (2, 9)     -376.821257   [6.2211709537060678, 19.999253044020612]
  (3, 9)     -376.849336   [6.2210420913430893, 19.999995826161726]
  (12, 6)     -2115.482141   [19.999999999988432, -19.999999999992436]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (5, 8)     -12005.217981   [-19.999999999771507, -19.999999999953452]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (0, 10)     -934.984686   [-2.6324411575167659, -19.466209811839938]
  (4, 9)     -376.849493   [6.2210409123877106, 19.999999969246506]
  (1, 10)     -11944.395759   [-19.958679352826238, -19.999352478673412]
# Thu Jul  9 01:20:34 2015
# ___#___  __ChiSq__  __params__
  (2, 10)     -12004.234441   [-19.999332441923674, -19.999994258381246]
  (6, 8)     -12005.217981   [-19.999999999993086, -19.999999999999339]
  (5, 9)     -376.849494   [6.2210408876329044, 19.999999999907338]
  (3, 10)     -12005.217192   [-19.999999472239629, -19.999999943349398]
  (7, 8)     -12005.217981   [-19.999999999993086, -19.999999999999339]
# Thu Jul  9 01:20:34 2015
