# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (0, 0)     15.6187941763   [-0.19716071064633667, 9.1418746874636874]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (1, 0)     3.62527393812   [-0.99601060492400317, -1.003451875976479]
  (0, 1)     15.4158078905   [1.4500764883557569, -8.0429868818564998]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (2, 0)     0.0156622697989   [0.0039893950759968266, -0.0034518759764790019]
  (1, 1)     8.34122476387   [-2.0844345964465729, -3.0389030991111263]
  (0, 2)     13.3512016908   [4.2686568390391635, -4.2795900064263215]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (1, 2)     0.0176532303898   [0.0057971870245774326, -0.0011612853060265493]
  (3, 0)     1.86597866048e-05   [6.5849769216004897e-06, -3.9513013245237941e-07]
  (2, 1)     7.16862810573   [-1.8109661592166244, -1.8748268739452294]
  (0, 3)     16.2908736267   [-6.9420853531466697, -9.084163216393323]
  (2, 2)     6.5332509287e-06   [-2.1907930717480345e-06, 7.3185697901283556e-07]
  (3, 1)     0.286103811245   [0.043797744418856865, -0.046420419893175358]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (4, 0)     8.41703844401e-08   [2.9754342738323772e-08, 5.1015119771333314e-10]
  (1, 3)     2.62518907356   [0.90684697148878879, 0.0056363168594497637]
  (4, 1)     0.00533940345712   [0.0012980694902174151, -0.0013256561698818852]
  (0, 4)     9.60250994734   [-3.4967203600249688, -0.092977025642248634]
  (3, 2)     8.04829625167e-09   [-2.655913627007718e-09, 1.0212775413452867e-09]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (2, 3)     0.0100597393504   [-0.0026135643094504484, 0.0022442958223038629]
  (5, 0)     2.03357330975e-11   [-6.9698148642254686e-12, 1.7622810037647775e-12]
  (1, 4)     0.00250991112688   [0.00084295166948100686, 0.00025298307411844578]
  (0, 5)     17.1299940185   [5.4356455145134497, 8.2457206595884891]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (3, 3)     3.11907378041e-05   [3.9763168195551188e-07, 1.1019274504595294e-05]
  (2, 4)     3.04103674864e-06   [-9.2563205367842023e-07, -5.4696431586991751e-07]
  (1, 5)     2.63988884998   [1.0005615459482602, -0.0058823999382564551]
  (0, 6)     15.6387091937   [-2.2431535957355226, -8.9729656455945115]
  (5, 1)     0.000133826167598   [3.3014978007925912e-05, -3.3862950438380785e-05]
  (6, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
# Thu Jul  9 01:44:28 2015
# ___#___  __ChiSq__  __params__
  (4, 3)     2.62709534127e-08   [6.8326427380961631e-09, -6.2916881904991599e-09]
  (3, 4)     1.05138511231e-08   [2.1473273881545365e-09, 3.0342405525659894e-09]
  (1, 6)     7.03409733849   [2.0979002896564296, -2.0333461455843782]
  (2, 5)     0.00159762040741   [0.00056156149552344381, 1.8675370920245155e-05]
  (6, 1)     3.49391157783e-06   [8.8151492501036915e-07, -8.6534571686115746e-07]
  (0, 7)     14.589940432   [6.8238986144939169, 2.6898621398159861]
  (1, 7)     0.0413269695779   [-0.0030863311589435227, -0.012646818117142189]
  (3, 5)     6.36587296654e-06   [2.2506206173872074e-06, 5.8741442496244574e-09]
  (7, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (2, 6)     5.42042565256   [1.0146721627109383, -1.9854509634960025]
  (5, 3)     2.17823981075e-10   [-7.6993274734679719e-11, 1.7363944634370997e-12]
  (4, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (2, 7)     1.13724760595e-05   [2.3158872841971996e-06, -3.2866538815529839e-06]
  (7, 1)     1.13991514894e-07   [2.8422674293728604e-08, -2.8572863725530895e-08]
  (3, 6)     5.38186556451   [0.98229513887326791, -1.9648125559092036]
  (8, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (4, 5)     8.64251958888e-09   [3.0555500237443782e-09, 1.6072120518822012e-11]
  (4, 6)     5.38186418749   [0.98241611857088385, -1.9646165217975307]
  (4, 2)     4.75885997275e-11   [-1.5731034986261839e-11, -5.9670908522414905e-12]
  (3, 7)     7.84297249368e-08   [-1.4285697425103084e-08, 2.3765965470169971e-08]
  (5, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (8, 1)     2.69940514386e-09   [6.6506245733389801e-10, -6.8450010425261938e-10]
  (5, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (5, 2)     1.78062009581e-11   [-4.8338303965473308e-12, 4.0329091477585089e-12]
  (4, 7)     1.57275081847e-10   [-1.9199673168185782e-11, 5.2185175163854672e-11]
  (5, 6)     5.38186418749   [0.98241603151745283, -1.964616661507065]
  (6, 3)     1.37724498472e-10   [-3.1514414872224214e-11, -3.7119133443549625e-11]
  (6, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (9, 1)     6.54303278225e-11   [1.8636721970689418e-11, -1.3703927042468681e-11]
  (6, 6)     5.38186418749   [0.98241603026661684, -1.9646166627770858]
  (6, 2)     1.78062009581e-11   [-4.8338303965473308e-12, 4.0329091477585089e-12]
  (6, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (7, 6)     5.38186418749   [0.98241603300130331, -1.9646166644351044]
  (7, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (7, 3)     1.37724498472e-10   [-3.1603548892579915e-11, -3.7042980491917431e-11]
  (9, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (10, 1)     3.63158392247e-11   [-1.0046692286794728e-11, 7.9949710042054363e-12]
  (7, 2)     1.78062009581e-11   [-4.8338303965473308e-12, 4.0329091477585089e-12]
  (8, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (10, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (8, 3)     1.37724498472e-10   [-3.1780664108806673e-11, -3.6891659521082533e-11]
  (5, 7)     2.12949657907e-11   [-4.9473222435722687e-12, -5.6749363921399404e-12]
  (9, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (8, 6)     5.38186418749   [0.98241603268057454, -1.9646166642306471]
  (9, 3)     1.37724498472e-10   [-3.1760040097724778e-11, -3.6909279946057351e-11]
  (9, 6)     5.38186418749   [0.982416032609848, -1.9646166643436938]
  (7, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (6, 7)     1.85877979675e-11   [-4.9473222435722687e-12, 4.325063607860059e-12]
  (11, 1)     3.63158392247e-11   [-1.0046692286794728e-11, 7.9949710042054363e-12]
  (8, 2)     1.78062009581e-11   [-4.8338303965473308e-12, 4.0329091477585089e-12]
  (10, 6)     5.38186418749   [0.98241603274592704, -1.9646166641253044]
  (11, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (10, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (8, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (7, 7)     1.85877979675e-11   [-4.9473222435722687e-12, 4.325063607860059e-12]
  (12, 1)     3.63158392247e-11   [-1.0046692286794728e-11, 7.9949710042054363e-12]
  (11, 6)     5.38186418749   [0.98241603327714255, -1.9646166644606748]
  (9, 2)     1.78062009581e-11   [-4.8338303965473308e-12, 4.0329091477585089e-12]
  (10, 3)     1.37724498472e-10   [-3.1743012243562548e-11, -3.6923827941864583e-11]
  (12, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (9, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (12, 6)     5.38186418749   [0.98241603315528869, -1.9646166646562344]
# STOP("NormalizedChangeOverGeneration with {'tolerance': 0.0001, 'generations': 10}")
  (13, 1)     3.63158392247e-11   [-1.0046692286794728e-11, 7.9949710042054363e-12]
  (8, 7)     1.85877979675e-11   [-4.9473222435722687e-12, 4.325063607860059e-12]
  (11, 3)     1.37724498472e-10   [-3.1729863772815357e-11, -3.6935061529812849e-11]
  (13, 0)     1.19477761018e-11   [3.8393005978340421e-12, 1.7622810037647775e-12]
  (10, 5)     3.84048348678e-12   [1.1452152506440243e-12, -7.2994328244589929e-13]
  (14, 1)     3.63158392247e-11   [-1.0046692286794728e-11, 7.9949710042054363e-12]
  (11, 4)     4.60431692773e-12   [-1.3446521202960904e-12, -9.1802577642380105e-13]
  (9, 7)     1.85877979675e-11   [-4.9473222435722687e-12, 4.325063607860059e-12]
